,wins_avg,losses_avg,reg_season_position_avg,fpts_avg,fpts_against_avg
wins_avg,1.0,-1.0,-0.9607079359693342,0.477529275545716,-0.41401787402967805
losses_avg,-1.0,1.0,0.960707935969334,-0.4775292755457159,0.414017874029678
reg_season_position_avg,-0.9607079359693342,0.960707935969334,1.0,-0.6007643297091042,0.3821592055241389
fpts_avg,0.477529275545716,-0.4775292755457159,-0.6007643297091042,1.0,0.2564747123701663
fpts_against_avg,-0.41401787402967805,0.414017874029678,0.3821592055241389,0.2564747123701663,1.0
